neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_type
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,182,2.15,220,Ocasional
Manhattan,Lower East Side,Entire home/apt,311,3,31,0.41,28,Ocasional
Queens,Jamaica,Shared room,39,1,454,5.27,353,Ocasional
Manhattan,West Village,Private room,100,2,199,2.3,19,Ocasional
Manhattan,Lower East Side,Entire home/apt,210,1,230,2.65,319,Ocasional
Brooklyn,Crown Heights,Private room,55,4,101,1.19,170,Profesional
Manhattan,Battery Park City,Private room,65,2,8,0.13,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,165,30,154,1.87,157,Ocasional
Manhattan,Morningside Heights,Private room,89,28,69,0.81,80,Ocasional
Manhattan,Tribeca,Entire home/apt,500,10,3,0.05,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,14,3,0.04,0,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Private room,110,4,12,0.16,330,Ocasional
Manhattan,Upper West Side,Entire home/apt,180,5,13,0.15,0,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,115,2,10,0.17,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,82,15,5,0.06,311,Ocasional
Queens,Long Island City,Private room,70,1,144,1.68,340,Profesional
Brooklyn,Williamsburg,Entire home/apt,155,5,10,0.12,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,117,7,0,0.0,0,Ocasional
Brooklyn,Sunset Park,Entire home/apt,100,2,17,0.2,0,Ocasional
Manhattan,East Village,Entire home/apt,89,30,57,0.67,0,Profesional
Manhattan,East Village,Entire home/apt,89,30,70,0.83,4,Profesional
Manhattan,East Village,Entire home/apt,99,30,62,0.74,8,Profesional
Manhattan,East Village,Entire home/apt,155,6,17,0.2,0,Ocasional
Manhattan,Harlem,Private room,85,1,439,5.12,238,Profesional
Manhattan,Two Bridges,Private room,80,4,48,0.56,96,Ocasional
Manhattan,Kips Bay,Entire home/apt,135,3,134,1.56,236,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,150,6,2,0.03,0,Ocasional
Manhattan,Chelsea,Entire home/apt,380,3,16,0.19,0,Ocasional
Brooklyn,Fort Greene,Entire home/apt,450,2,31,1.14,30,Ocasional
Brooklyn,Williamsburg,Entire home/apt,145,30,36,0.42,342,Ocasional
Queens,Sunnyside,Private room,80,3,1,0.01,330,Ocasional
Brooklyn,Williamsburg,Entire home/apt,225,2,338,3.9,225,Profesional
Manhattan,Upper West Side,Private room,99,3,117,1.41,0,Ocasional
Manhattan,Lower East Side,Entire home/apt,125,1,261,3.24,212,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,80,30,32,0.37,365,Profesional
Brooklyn,Fort Greene,Private room,100,2,112,1.3,12,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,55,2,22,0.26,297,Profesional
Manhattan,Civic Center,Entire home/apt,328,2,319,3.78,112,Ocasional
Brooklyn,Williamsburg,Entire home/apt,142,7,69,0.85,261,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,350,4,10,0.12,0,Ocasional
Brooklyn,Windsor Terrace,Entire home/apt,300,2,24,0.39,23,Ocasional
Brooklyn,Fort Hamilton,Entire home/apt,105,30,3,0.05,30,Ocasional
Brooklyn,Gowanus,Private room,125,31,17,0.2,331,Profesional
Brooklyn,Williamsburg,Entire home/apt,225,7,13,0.15,0,Profesional
Brooklyn,Sunset Park,Entire home/apt,92,2,58,0.67,0,Ocasional
Manhattan,East Village,Entire home/apt,185,2,62,0.74,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,226,3,203,2.85,38,Ocasional
Brooklyn,Sunset Park,Private room,50,2,33,0.39,20,Ocasional
Manhattan,East Harlem,Private room,80,3,47,0.66,0,Profesional
Brooklyn,Carroll Gardens,Private room,200,5,0,0.0,342,Ocasional
Manhattan,Midtown,Entire home/apt,99,14,30,0.35,317,Ocasional
Brooklyn,Park Slope,Entire home/apt,68,3,2,0.05,0,Ocasional
Brooklyn,Prospect Heights,Private room,102,2,121,1.6,361,Ocasional
Brooklyn,Park Slope,Entire home/apt,220,3,27,0.45,68,Ocasional
Manhattan,Upper West Side,Entire home/apt,199,3,24,0.3,0,Ocasional
Manhattan,Chinatown,Entire home/apt,165,5,22,0.26,316,Ocasional
Manhattan,Chinatown,Entire home/apt,150,2,162,1.92,231,Ocasional
Brooklyn,Gowanus,Entire home/apt,385,1,66,0.76,363,Profesional
Brooklyn,Columbia St,Private room,75,7,0,0.0,0,Ocasional
Manhattan,SoHo,Entire home/apt,499,2,63,0.76,26,Ocasional
Queens,East Elmhurst,Private room,85,1,219,2.63,305,Profesional
Brooklyn,Fort Greene,Entire home/apt,160,4,2,0.03,34,Profesional
Brooklyn,South Slope,Entire home/apt,249,3,12,0.27,26,Ocasional
Brooklyn,Gowanus,Private room,80,2,35,0.41,189,Ocasional
Brooklyn,Williamsburg,Private room,120,1,124,1.46,292,Ocasional
Bronx,Allerton,Private room,35,7,2,0.17,90,Ocasional
Brooklyn,Brighton Beach,Entire home/apt,169,4,63,1.27,323,Ocasional
Manhattan,East Village,Entire home/apt,220,4,162,1.88,341,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,85,3,103,1.25,344,Profesional
Manhattan,Upper West Side,Entire home/apt,300,7,0,0.0,0,Ocasional
Manhattan,Harlem,Private room,79,30,185,2.15,302,Ocasional
Brooklyn,Williamsburg,Private room,90,4,219,2.54,30,Ocasional
Manhattan,Upper West Side,Private room,99,1,280,3.51,246,Ocasional
Manhattan,Chelsea,Shared room,50,1,61,0.71,0,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,46,1,184,2.14,362,Profesional
Brooklyn,South Slope,Entire home/apt,325,3,116,1.37,203,Ocasional
Staten Island,New Springville,Private room,68,2,11,0.24,88,Ocasional
Manhattan,SoHo,Entire home/apt,198,3,9,0.1,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5,4,0.05,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,175,2,15,0.29,64,Ocasional
Manhattan,West Village,Entire home/apt,130,4,22,0.28,77,Ocasional
Manhattan,Greenwich Village,Entire home/apt,180,3,18,0.21,0,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,209,3,56,0.65,160,Ocasional
Manhattan,Upper West Side,Entire home/apt,150,4,2,0.03,141,Ocasional
Manhattan,Lower East Side,Entire home/apt,104,3,57,0.7,6,Ocasional
Manhattan,East Village,Entire home/apt,175,4,13,0.17,0,Ocasional
Manhattan,Upper East Side,Private room,80,1,1,0.01,0,Ocasional
Brooklyn,Bushwick,Private room,68,2,37,0.49,23,Ocasional
Manhattan,East Village,Private room,72,5,451,5.26,13,Profesional
Queens,Astoria,Entire home/apt,107,30,24,0.29,262,Profesional
Manhattan,East Village,Entire home/apt,150,7,19,0.32,24,Ocasional
Bronx,Morris Heights,Private room,45,3,190,2.21,329,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,49,2,46,0.54,301,Profesional
Brooklyn,Flatbush,Entire home/apt,349,1,169,2.08,344,Ocasional
Manhattan,Upper West Side,Entire home/apt,185,2,165,1.92,259,Ocasional
Manhattan,Kips Bay,Entire home/apt,145,3,2,0.02,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,96,3,1,0.07,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,120,5,3,0.04,0,Ocasional
Manhattan,East Village,Entire home/apt,160,1,15,0.18,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,349,2,320,3.85,260,Ocasional
Queens,Long Island City,Entire home/apt,350,2,182,2.2,272,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,125,30,1,0.01,341,Ocasional
Brooklyn,Boerum Hill,Entire home/apt,350,2,134,1.56,56,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,10,10,0.17,185,Profesional
Brooklyn,Bushwick,Entire home/apt,180,30,0,0.0,352,Ocasional
Manhattan,Chelsea,Entire home/apt,200,1,60,0.78,260,Ocasional
Brooklyn,Fort Greene,Entire home/apt,99,30,5,0.06,242,Ocasional
Manhattan,Chelsea,Entire home/apt,130,5,9,0.1,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,150,3,1,0.01,0,Ocasional
Brooklyn,Kensington,Entire home/apt,90,10,33,0.39,269,Ocasional
Brooklyn,Williamsburg,Private room,95,1,10,0.14,0,Ocasional
Queens,Ridgewood,Entire home/apt,70,30,3,0.04,0,Ocasional
Manhattan,Upper East Side,Private room,82,3,10,0.13,251,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,30,62,0.73,292,Profesional
Manhattan,Harlem,Entire home/apt,90,4,266,3.17,150,Ocasional
Queens,Woodside,Private room,75,2,251,2.92,317,Profesional
Brooklyn,Clinton Hill,Entire home/apt,160,14,3,0.04,0,Ocasional
Manhattan,Harlem,Private room,115,7,8,0.09,178,Ocasional
Brooklyn,South Slope,Private room,150,4,5,0.06,0,Ocasional
Brooklyn,Williamsburg,Private room,89,4,160,1.92,23,Ocasional
Queens,Rego Park,Entire home/apt,69,5,5,0.1,4,Ocasional
Manhattan,Chelsea,Private room,170,2,183,2.19,254,Profesional
Brooklyn,South Slope,Entire home/apt,375,5,19,0.23,43,Ocasional
Manhattan,East Village,Entire home/apt,118,3,141,1.66,13,Ocasional
Manhattan,Chelsea,Entire home/apt,135,6,42,0.49,170,Ocasional
Bronx,Concourse,Entire home/apt,250,3,119,1.41,339,Ocasional
Brooklyn,Greenpoint,Entire home/apt,200,7,20,0.24,365,Ocasional
Manhattan,Nolita,Entire home/apt,150,5,5,0.06,0,Ocasional
Manhattan,East Harlem,Private room,50,2,16,0.62,60,Ocasional
Brooklyn,Prospect Heights,Private room,60,2,0,0.0,0,Ocasional
Manhattan,Harlem,Entire home/apt,100,2,24,0.29,0,Ocasional
Manhattan,Flatiron District,Entire home/apt,265,3,26,0.32,341,Ocasional
Manhattan,Upper East Side,Private room,90,30,3,0.04,128,Ocasional
Manhattan,Upper East Side,Entire home/apt,175,2,0,0.0,0,Ocasional
Brooklyn,Sunset Park,Private room,36,10,5,0.07,44,Profesional
Manhattan,Upper West Side,Entire home/apt,250,4,2,0.03,0,Profesional
Manhattan,Harlem,Entire home/apt,220,3,194,2.42,338,Ocasional
Manhattan,Upper West Side,Private room,93,14,88,1.03,176,Ocasional
Brooklyn,Crown Heights,Entire home/apt,275,5,2,0.1,357,Ocasional
Queens,Astoria,Private room,109,30,304,3.7,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,450,2,11,0.13,0,Ocasional
Manhattan,Greenwich Village,Entire home/apt,165,30,19,0.23,259,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,7,23,0.27,20,Ocasional
Manhattan,Greenwich Village,Private room,295,5,103,1.25,350,Profesional
Brooklyn,Williamsburg,Entire home/apt,280,7,82,0.98,41,Ocasional
Manhattan,Nolita,Entire home/apt,300,30,92,1.09,106,Ocasional
Manhattan,East Village,Entire home/apt,99,30,66,0.77,0,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,18,0.35,0,Profesional
Manhattan,Chelsea,Entire home/apt,225,4,153,2.03,205,Ocasional
Manhattan,Chelsea,Entire home/apt,230,6,6,0.09,0,Ocasional
Brooklyn,Prospect Heights,Private room,90,7,43,0.52,38,Ocasional
Manhattan,Upper West Side,Entire home/apt,102,3,36,0.5,21,Ocasional
Brooklyn,Bushwick,Private room,59,10,19,0.27,0,Ocasional
Manhattan,East Village,Entire home/apt,195,2,160,2.31,68,Ocasional
Queens,Astoria,Entire home/apt,150,3,74,0.87,365,Profesional
Manhattan,Washington Heights,Entire home/apt,170,1,47,0.58,17,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,217,2,43,0.51,0,Ocasional
Manhattan,Harlem,Entire home/apt,185,1,102,1.19,91,Profesional
Manhattan,Little Italy,Private room,58,6,18,0.21,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,189,4,33,0.44,1,Profesional
Manhattan,East Village,Entire home/apt,88,30,60,0.72,0,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,195,3,22,1.61,59,Profesional
Queens,Ridgewood,Entire home/apt,110,5,107,1.25,276,Ocasional
Brooklyn,Sunset Park,Entire home/apt,120,14,0,0.0,0,Ocasional
Manhattan,Greenwich Village,Private room,79,4,87,1.02,30,Ocasional
Manhattan,Upper East Side,Entire home/apt,110,10,16,0.2,0,Ocasional
Brooklyn,Clinton Hill,Private room,200,3,2,0.02,365,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Private room,69,4,19,0.24,43,Profesional
Queens,Flushing,Private room,55,1,474,5.53,332,Profesional
Brooklyn,Brooklyn Heights,Entire home/apt,135,4,5,0.06,0,Ocasional
Manhattan,Financial District,Entire home/apt,500,2,63,0.75,79,Ocasional
Brooklyn,Flatbush,Entire home/apt,90,3,0,0.0,157,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,135,3,28,0.4,211,Ocasional
Brooklyn,Greenpoint,Private room,199,1,0,0.0,365,Ocasional
Manhattan,East Village,Entire home/apt,90,2,5,0.09,0,Ocasional
Manhattan,Upper East Side,Entire home/apt,160,4,16,0.2,0,Ocasional
Brooklyn,Windsor Terrace,Private room,65,20,6,0.32,311,Ocasional
Manhattan,Upper West Side,Entire home/apt,210,3,25,0.3,347,Ocasional
Manhattan,Chelsea,Entire home/apt,399,3,15,0.31,0,Ocasional
Manhattan,Lower East Side,Entire home/apt,300,1,45,0.62,111,Ocasional
Brooklyn,Crown Heights,Entire home/apt,185,1,215,2.55,348,Profesional
Manhattan,Harlem,Entire home/apt,220,3,33,0.51,174,Profesional
Brooklyn,Prospect Heights,Entire home/apt,121,2,46,0.54,0,Ocasional
Manhattan,Inwood,Entire home/apt,120,10,25,0.3,129,Ocasional
Brooklyn,Park Slope,Private room,152,2,23,0.27,365,Ocasional
Brooklyn,Gowanus,Entire home/apt,250,2,57,0.67,25,Ocasional
Manhattan,East Village,Private room,99,6,80,1.01,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,104,11,22,0.26,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,120,5,40,0.54,0,Ocasional
Manhattan,East Village,Entire home/apt,295,3,85,1.02,261,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,90,4,1,0.01,0,Ocasional
Manhattan,West Village,Entire home/apt,197,14,29,0.36,0,Ocasional
Manhattan,Greenwich Village,Entire home/apt,145,5,1,0.01,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,90,30,23,0.27,0,Ocasional
Manhattan,Chelsea,Private room,125,2,42,0.5,172,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,190,1,195,2.83,69,Ocasional
Manhattan,Upper West Side,Shared room,76,2,158,1.91,324,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,50,2,1,0.03,0,Ocasional
Manhattan,East Village,Private room,107,1,115,1.4,85,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,4,42,0.49,245,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,0.04,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,110,90,32,0.4,330,Ocasional
Brooklyn,Bushwick,Entire home/apt,115,370,6,0.09,365,Ocasional
Manhattan,East Village,Entire home/apt,151,2,214,2.53,256,Profesional
Brooklyn,Fort Greene,Entire home/apt,130,2,11,0.13,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,180,2,221,2.6,264,Ocasional
Brooklyn,Crown Heights,Private room,95,1,123,1.47,359,Profesional
Manhattan,Harlem,Private room,79,1,132,1.56,335,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,60,30,41,0.65,245,Profesional
Brooklyn,East Flatbush,Entire home/apt,133,4,104,1.32,338,Ocasional
Manhattan,Upper West Side,Entire home/apt,120,30,18,0.22,337,Profesional
Brooklyn,Williamsburg,Private room,120,2,143,4.14,102,Ocasional
Manhattan,Harlem,Private room,700,28,4,0.05,22,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,165,3,25,0.3,0,Ocasional
Manhattan,Upper West Side,Entire home/apt,165,4,4,0.05,0,Ocasional
Queens,Ditmars Steinway,Entire home/apt,54,45,198,2.33,80,Ocasional
Manhattan,East Village,Entire home/apt,100,5,6,0.07,0,Ocasional
Brooklyn,Crown Heights,Private room,80,7,10,0.48,365,Ocasional
Manhattan,Chinatown,Private room,96,19,30,0.36,165,Ocasional
Brooklyn,Park Slope,Entire home/apt,159,2,4,0.08,0,Ocasional
Brooklyn,South Slope,Private room,50,2,201,2.42,54,Ocasional
Manhattan,East Harlem,Private room,75,2,51,0.61,77,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,155,30,63,0.75,249,Ocasional
Brooklyn,Greenpoint,Private room,150,2,28,0.59,72,Ocasional
Queens,Arverne,Entire home/apt,92,1,55,0.66,8,Ocasional
Brooklyn,Greenpoint,Private room,75,5,1,0.13,0,Ocasional
Queens,Astoria,Private room,69,40,23,0.27,207,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,115,4,61,0.72,15,Ocasional
Manhattan,East Village,Entire home/apt,120,60,5,0.06,0,Ocasional
Manhattan,Hell's Kitchen,Private room,120,2,67,0.8,179,Ocasional
Manhattan,Greenwich Village,Entire home/apt,215,30,110,1.3,332,Ocasional
Brooklyn,Crown Heights,Entire home/apt,195,2,160,1.95,255,Ocasional
Brooklyn,Greenpoint,Entire home/apt,175,3,102,1.23,215,Profesional
Brooklyn,Crown Heights,Private room,80,2,5,0.08,311,Profesional
Brooklyn,Williamsburg,Private room,48,5,1,0.02,0,Ocasional
Manhattan,West Village,Entire home/apt,200,7,34,0.41,217,Ocasional
Brooklyn,Williamsburg,Entire home/apt,275,30,6,0.07,363,Ocasional
Brooklyn,Gravesend,Private room,72,1,61,0.81,335,Profesional
Manhattan,SoHo,Entire home/apt,199,60,11,0.13,281,Ocasional
Brooklyn,Williamsburg,Entire home/apt,250,30,1,0.01,250,Profesional
Manhattan,Harlem,Private room,75,5,46,0.6,343,Ocasional
Manhattan,SoHo,Private room,125,1,132,1.75,365,Ocasional
Manhattan,Tribeca,Private room,229,1,62,0.73,36,Ocasional
Brooklyn,Brooklyn Heights,Entire home/apt,175,10,8,0.17,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,16,0.27,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,54,2,19,0.23,220,Ocasional
Queens,Ridgewood,Entire home/apt,75,2,17,0.2,0,Ocasional
Manhattan,Upper East Side,Entire home/apt,110,7,12,0.14,0,Ocasional
Manhattan,Murray Hill,Entire home/apt,165,1,321,3.93,185,Ocasional
Manhattan,Inwood,Private room,55,4,160,1.89,79,Profesional
Manhattan,Inwood,Private room,55,4,142,1.68,179,Profesional
Manhattan,West Village,Entire home/apt,300,1,5,0.06,0,Ocasional
Manhattan,Chelsea,Entire home/apt,275,6,61,0.73,69,Ocasional
Manhattan,Greenwich Village,Entire home/apt,331,7,0,0.0,189,Ocasional
Brooklyn,Williamsburg,Private room,77,3,5,0.08,0,Ocasional
Manhattan,Washington Heights,Private room,60,30,36,0.44,365,Ocasional
Brooklyn,Brooklyn Heights,Entire home/apt,129,1,109,1.51,261,Ocasional
Queens,Sunnyside,Private room,100,3,28,0.38,188,Ocasional
Brooklyn,Park Slope,Entire home/apt,120,4,14,0.16,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,500,2,250,2.99,307,Ocasional
Manhattan,Upper West Side,Entire home/apt,179,4,12,0.25,11,Ocasional
Brooklyn,Clinton Hill,Entire home/apt,149,2,20,0.24,4,Ocasional
Brooklyn,Williamsburg,Entire home/apt,180,14,27,0.36,312,Ocasional
Brooklyn,Prospect Heights,Private room,100,2,73,0.89,257,Profesional
Brooklyn,Boerum Hill,Entire home/apt,180,3,2,0.05,0,Ocasional
Brooklyn,Greenpoint,Entire home/apt,128,5,38,0.45,20,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,260,14,5,0.07,0,Ocasional
Queens,Cambria Heights,Private room,55,3,0,0.0,365,Profesional
Brooklyn,Park Slope,Private room,65,3,31,0.5,22,Ocasional
Manhattan,Upper East Side,Entire home/apt,200,2,17,0.21,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,249,3,35,0.42,38,Ocasional
Brooklyn,Gowanus,Entire home/apt,300,30,63,0.77,365,Profesional
Manhattan,East Harlem,Entire home/apt,120,7,149,1.78,16,Ocasional
Manhattan,Upper West Side,Private room,120,20,107,1.29,144,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,125,5,7,0.08,0,Ocasional
Queens,Elmhurst,Entire home/apt,99,3,48,0.58,301,Profesional
Brooklyn,Bushwick,Entire home/apt,115,3,54,0.65,3,Ocasional
Brooklyn,Bushwick,Entire home/apt,275,31,17,0.2,364,Ocasional
Brooklyn,Gowanus,Entire home/apt,198,2,103,1.62,299,Ocasional
Manhattan,East Village,Entire home/apt,199,3,243,2.95,142,Ocasional
Queens,Cambria Heights,Private room,45,3,0,0.0,365,Profesional
Manhattan,Upper West Side,Private room,125,3,93,1.17,58,Ocasional
Manhattan,Harlem,Entire home/apt,80,2,54,0.74,193,Profesional
Manhattan,Tribeca,Entire home/apt,130,30,2,0.03,116,Profesional
Brooklyn,Cypress Hills,Private room,35,28,88,1.05,326,Profesional
Brooklyn,Williamsburg,Entire home/apt,90,30,15,0.18,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,250,3,25,0.3,188,Profesional
Brooklyn,Crown Heights,Entire home/apt,115,3,0,0.0,0,Ocasional
Brooklyn,Prospect Heights,Entire home/apt,200,4,11,0.13,0,Ocasional
Brooklyn,Williamsburg,Private room,64,30,17,0.26,230,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,65,3,5,0.06,341,Profesional
Queens,Astoria,Entire home/apt,175,14,0,0.0,0,Ocasional
Manhattan,Hell's Kitchen,Private room,90,2,28,0.34,358,Ocasional
Brooklyn,Crown Heights,Private room,85,2,0,0.0,0,Ocasional
Manhattan,Midtown,Entire home/apt,150,30,0,0.0,352,Ocasional
Manhattan,Kips Bay,Entire home/apt,50,30,8,0.11,91,Ocasional
Manhattan,Harlem,Entire home/apt,136,2,15,0.18,6,Profesional
Brooklyn,Williamsburg,Entire home/apt,400,3,2,0.17,83,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,4,40,0.57,29,Ocasional
Manhattan,East Village,Entire home/apt,165,7,57,0.68,32,Ocasional
Brooklyn,Williamsburg,Entire home/apt,180,3,0,0.0,0,Ocasional
Manhattan,Harlem,Entire home/apt,105,14,6,0.07,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,148,4,57,0.69,0,Ocasional
Brooklyn,Fort Greene,Entire home/apt,120,3,22,0.27,189,Ocasional
Manhattan,Gramercy,Entire home/apt,99,8,6,0.07,0,Ocasional
Manhattan,East Village,Entire home/apt,175,1,17,0.2,0,Ocasional
Brooklyn,Williamsburg,Private room,85,2,14,0.19,0,Ocasional
Manhattan,Upper East Side,Private room,80,1,160,1.9,319,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,2,85,1.02,338,Ocasional
Queens,Long Island City,Private room,89,1,165,1.99,50,Profesional
Manhattan,SoHo,Shared room,195,2,13,0.16,0,Ocasional
Manhattan,Greenwich Village,Entire home/apt,225,4,51,0.62,172,Ocasional
Brooklyn,Williamsburg,Entire home/apt,165,2,179,2.2,0,Ocasional
Brooklyn,Windsor Terrace,Private room,60,2,206,2.49,86,Profesional
Manhattan,West Village,Entire home/apt,165,5,4,0.05,87,Ocasional
Brooklyn,Bushwick,Private room,80,14,2,0.11,67,Ocasional
Queens,Sunnyside,Private room,52,3,1,0.08,0,Ocasional
Manhattan,Nolita,Entire home/apt,160,4,2,0.02,0,Ocasional
Brooklyn,Crown Heights,Entire home/apt,110,5,3,0.04,15,Ocasional
Manhattan,Upper West Side,Private room,60,2,19,0.23,0,Ocasional
Staten Island,Tottenville,Entire home/apt,299,3,59,0.82,245,Ocasional
Manhattan,East Village,Entire home/apt,200,6,1,0.16,128,Ocasional
Manhattan,West Village,Entire home/apt,700,5,1,0.01,365,Ocasional
Brooklyn,Cobble Hill,Private room,120,3,254,3.05,271,Ocasional
Manhattan,East Harlem,Private room,65,2,129,1.56,32,Profesional
